Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	3883246	3883929	+	GBJ002_04016	yukJ	DUF2278 domain-containing protein	COG:COG5634, COG:S, RefSeq:WP_001128601.1, SO:0001217, UniParc:UPI00027B48E8, UniRef:UniRef100_A0AB35PI86, UniRef:UniRef50_A0A089HRM0, UniRef:UniRef90_A0A9W3S8D9
chromosome	cds	3883944	3884777	-	GBJ002_04017		Integral membrane protein	RefSeq:WP_000424500.1, SO:0001217, UniParc:UPI00005B4D4C, UniRef:UniRef100_A0AB35PL35, UniRef:UniRef50_J9CSK6, UniRef:UniRef90_J8AUK0
chromosome	cds	3884974	3885759	+	GBJ002_04018		Zinc-ribbon domain-containing protein	RefSeq:WP_000650096.1, SO:0001217, UniParc:UPI00005B403A, UniRef:UniRef100_A0A9W7Q2B1, UniRef:UniRef50_A0A6L8PX41, UniRef:UniRef90_A0A9W3KB03
chromosome	cds	3885779	3887014	+	GBJ002_04019	yvbJ	YARHG domain-containing protein	COG:COG4640, COG:S, RefSeq:WP_001099914.1, SO:0001217, UniParc:UPI00016B50B0, UniRef:UniRef100_A0A9X6SIY6, UniRef:UniRef50_J9CB39, UniRef:UniRef90_A0A9W5E4D7
chromosome	cds	3887058	3887489	-	GBJ002_04020		Group-specific protein	RefSeq:WP_000332402.1, SO:0001217, UniParc:UPI00016B50B1, UniRef:UniRef100_A0A9Q1ZU64, UniRef:UniRef50_A0A0G8DIE1, UniRef:UniRef90_A0A0G8DIE1
chromosome	cds	3887687	3889021	+	GBJ002_04021	fadH2	CoA-disulfide reductase	COG:COG0446, COG:I, EC:1.8.1.18, KEGG:K18367, RefSeq:WP_001110230.1, SO:0001217, UniParc:UPI00005B5036, UniRef:UniRef100_A0AB35PGR0, UniRef:UniRef50_A7LKG5, UniRef:UniRef90_J9C9V4
chromosome	cds	3889122	3889610	+	GBJ002_04022		GNAT family N-acetyltransferase	COG:COG5628, COG:R, RefSeq:WP_000634327.1, SO:0001217, UniParc:UPI00005B4622, UniRef:UniRef100_A0AB35PHK9, UniRef:UniRef50_J9CSL2, UniRef:UniRef90_A0A9X6Q7Z3
chromosome	cds	3889907	3890317	+	GBJ002_04023		DUF3908 domain-containing protein	RefSeq:WP_000996807.1, SO:0001217, UniParc:UPI00005B5315, UniRef:UniRef100_A0AB35PIT3, UniRef:UniRef50_Q81GF6, UniRef:UniRef90_Q81GF6
chromosome	cds	3890348	3891889	-	GBJ002_04024		Nitroreductase domain-containing protein	RefSeq:WP_001175535.1, SO:0001217, UniParc:UPI0001A1E79C, UniRef:UniRef100_A0AAW9JFV6, UniRef:UniRef50_D5DU92, UniRef:UniRef90_B7IM90
chromosome	cds	3891905	3893854	-	GBJ002_04025	ycaO	YcaO domain-containing protein	COG:COG1944, COG:J, RefSeq:WP_000192994.1, SO:0001217, UniParc:UPI00027B48E9, UniRef:UniRef100_A0AB35PM57, UniRef:UniRef50_N0AKL0, UniRef:UniRef90_Q6HLT1
chromosome	cds	3893851	3895770	-	GBJ002_04026		Thiazole-containing bacteriocin maturation protein	RefSeq:WP_001061571.1, SO:0001217, UniParc:UPI00005B529E, UniRef:UniRef100_A0AB35PIY6, UniRef:UniRef50_Q6HLT0, UniRef:UniRef90_Q81GF4
chromosome	cds	3895896	3897134	-	GBJ002_04027	odhB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	COG:C, COG:COG0508, EC:2.3.1.61, GO:0004149, GO:0006099, GO:0045252, RefSeq:WP_000569920.1, SO:0001217, UniParc:UPI0001A1E79F, UniRef:UniRef100_A0AB35PIT8, UniRef:UniRef50_P16263, UniRef:UniRef90_A0A0B5NXL6
chromosome	cds	3897268	3900135	-	GBJ002_04028	odhA	2-oxoglutarate dehydrogenase E1 component	BlastRules:WP_000197146, COG:C, COG:COG0567, EC:1.2.4.2, GO:0004591, GO:0005829, GO:0006096, GO:0006099, GO:0030976, GO:0045252, RefSeq:WP_000197141.1, SO:0001217, UniParc:UPI00005B4384, UniRef:UniRef100_A0AB35PJV7, UniRef:UniRef50_P23129, UniRef:UniRef90_Q81TK1
chromosome	cds	3900959	3901168	+	GBJ002_04029	xRE	HTH cro/C1-type domain-containing protein	COG:COG1476, COG:K, RefSeq:WP_000428510.1, SO:0001217, UniParc:UPI0000166940, UniRef:UniRef100_A0A0J1KQH6, UniRef:UniRef50_R9JVW2, UniRef:UniRef90_J9CQ80
chromosome	cds	3901171	3901548	+	GBJ002_04030		Permease	RefSeq:WP_001109897.1, SO:0001217, UniParc:UPI00005B47E7, UniRef:UniRef100_A0AB35PIJ2, UniRef:UniRef50_Q81GF0, UniRef:UniRef90_B7HH21
chromosome	cds	3901577	3901759	+	GBJ002_04031		DUF3976 domain-containing protein	RefSeq:WP_001178294.1, SO:0001217, UniParc:UPI00005B54BA, UniRef:UniRef100_A0A9Q1VYZ6, UniRef:UniRef50_Q81GE9, UniRef:UniRef90_Q81GE9
chromosome	cds	3901892	3902254	+	GBJ002_04032		Group-specific protein	RefSeq:WP_001036577.1, SO:0001217, UniParc:UPI00005B4DA4, UniRef:UniRef100_A0A9X1B044, UniRef:UniRef50_Q81GE8, UniRef:UniRef90_Q81GE8
chromosome	cds	3902681	3903277	+	GBJ002_04033		DUF4878 domain-containing protein	RefSeq:WP_001169502.1, SO:0001217, UniParc:UPI00016B53BC, UniRef:UniRef100_A0AAQ2QPG2, UniRef:UniRef50_A9VJY4, UniRef:UniRef90_A9VJY4
chromosome	cds	3904155	3905054	+	GBJ002_04034	yhaQ	ABC transporter domain-containing protein	COG:COG4152, COG:R, RefSeq:WP_000054722.1, SO:0001217, UniParc:UPI00016B53BE, UniRef:UniRef100_A0A164CHY1, UniRef:UniRef50_J9CB53, UniRef:UniRef90_J9CB53
chromosome	cds	3905047	3906288	+	GBJ002_04035	natB	ABC-2 type transporter transmembrane domain-containing protein	COG:COG1668, COG:CP, RefSeq:WP_000094236.1, SO:0001217, UniParc:UPI0002792765, UniRef:UniRef100_A0AAX0T3J7, UniRef:UniRef50_J9CQ86, UniRef:UniRef90_J9CQ86
chromosome	cds	3906672	3906977	+	GBJ002_04036	tnp	IS3 family ISBt2 transposase ORF A	IS:ISBt2, SO:0001217, UniParc:UPI00005B4291, UniRef:UniRef100_A0A9W3P5V9, UniRef:UniRef50_A0A9W5QPG6, UniRef:UniRef90_R8HM83
chromosome	cds	3906944	3907828	+	GBJ002_04037	tnp	IS3 family ISBt2 transposase ORF B	GO:0004803, IS:ISBt2, SO:0001217, UniParc:UPI00005B3F3D, UniRef:UniRef100_A0A9W3P515, UniRef:UniRef50_J8YZU7, UniRef:UniRef90_J8YZU7
chromosome	tRNA	3907888	3907960	-	GBJ002_04038	trnV	tRNA-Val(gac)	SO:0000273
chromosome	cds	3908231	3908698	-	GBJ002_04039		Secreted protein	RefSeq:WP_000846651.1, SO:0001217, UniParc:UPI00016B53C0, UniRef:UniRef100_A0A9Q7NBQ1, UniRef:UniRef50_A0AAJ3V4P6, UniRef:UniRef90_A0A9Q7NBQ1
chromosome	cds	3909305	3909520	-	GBJ002_04040		Group-specific protein	RefSeq:WP_000090226.1, SO:0001217, UniParc:UPI00005B4C74, UniRef:UniRef100_A0A9Q1ZUS9, UniRef:UniRef50_B7JEW9, UniRef:UniRef90_A0A0J1HZ27
chromosome	cds	3909578	3910063	-	GBJ002_04041		Methyltransferase	SO:0001217, UniParc:UPI00005B43D2, UniRef:UniRef100_A0AB35PE28, UniRef:UniRef50_A0A9W3J9A4, UniRef:UniRef90_A0A9W3J9A4
chromosome	cds	3910465	3910692	+	GBJ002_04042		Group-specific protein	RefSeq:WP_000251862.1, SO:0001217, UniParc:UPI00016B53C2, UniRef:UniRef100_A0A9X0VZT0, UniRef:UniRef50_A0A1D3N3P0, UniRef:UniRef90_A0A1D3N3P0
chromosome	cds	3910845	3912131	+	GBJ002_04043	dacC	serine-type D-Ala-D-Ala carboxypeptidase	COG:COG1686, COG:M, EC:3.4.16.4, KEGG:K07258, RefSeq:WP_000247041.1, SO:0001217, UniParc:UPI00027B48EA, UniRef:UniRef100_A0AB35PDA1, UniRef:UniRef50_B9IU82, UniRef:UniRef90_B9IU82
chromosome	cds	3912326	3912895	+	GBJ002_04044	sipW	signal peptidase I SipW	COG:COG0681, COG:U, EC:3.4.21.89, GO:0004252, GO:0006465, KEGG:K13280, RefSeq:WP_000767804.1, SO:0001217, UniParc:UPI0001A1E927, UniRef:UniRef100_A0A9X6VAV9, UniRef:UniRef50_U5L5T7, UniRef:UniRef90_A0A084J501
chromosome	cds	3912956	3913543	+	GBJ002_04045	cotN	Cell division protein FtsN	COG:COG5884, COG:D, RefSeq:WP_000172852.1, SO:0001217, UniParc:UPI00016B53C5, UniRef:UniRef100_A0A0J1HZ38, UniRef:UniRef50_A0A5C6VPV6, UniRef:UniRef90_A0A0B5SFR6
chromosome	cds	3913678	3914448	+	GBJ002_04046	dnaD	DnaD domain protein	RefSeq:WP_014895204.1, SO:0001217, UniParc:UPI00027B48EB, UniRef:UniRef100_A0A9X8GBL2, UniRef:UniRef50_Q63E89, UniRef:UniRef90_A0A9X8GBL2
chromosome	cds	3914836	3915429	+	GBJ002_04047	cotN	camelysin	BlastRules:WP_000053714, COG:COG5884, COG:D, RefSeq:WP_000053713.1, SO:0001217, UniParc:UPI00016B53C7, UniRef:UniRef100_A0A9X6KU93, UniRef:UniRef50_A0A917ET60, UniRef:UniRef90_A0A9X6KU93
chromosome	cds	3915502	3915825	-	GBJ002_04048	hipB	HTH-type transcriptional regulator sinR	COG:COG1396, COG:K, RefSeq:WP_000578875.1, SO:0001217, UniParc:UPI0001A1C34F, UniRef:UniRef100_A0A9Q1W0Z6, UniRef:UniRef50_A0A176JBU1, UniRef:UniRef90_A0A9W5KZ99
chromosome	cds	3915905	3916039	-	GBJ002_04049		Sin domain-containing protein	RefSeq:WP_000276219.1, SO:0001217, UniParc:UPI00000B3854, UniRef:UniRef100_Q81GC4, UniRef:UniRef50_J8A1V4, UniRef:UniRef90_A0A1C4BES0
chromosome	cds	3916382	3918769	+	GBJ002_04050	inhA1	M6 family metalloprotease immune inhibitor InhA1	COG:COG4412, COG:O, EC:3.4.24.-, GO:0005576, GO:0006508, GO:0008237, GO:0046872, NCBIProtein:ADH05944.1, RefSeq:WP_001035950.1, SO:0001217, UniParc:UPI00005B5236, UniRef:UniRef100_A0A9Q1W044, UniRef:UniRef50_P23382, UniRef:UniRef90_P23382, VFDB:VFC0251, VFDB:VFG016346
chromosome	cds	3918941	3920308	+	GBJ002_04051	adhE	Aldehyde dehydrogenase	COG:COG1012, COG:I, RefSeq:WP_000028385.1, SO:0001217, UniParc:UPI00016B53C9, UniRef:UniRef100_A0A9Q7N8W8, UniRef:UniRef50_D3FUI7, UniRef:UniRef90_Q73BM1
chromosome	cds	3920548	3921531	+	GBJ002_04052	potA	spermidine/putrescine ABC transporter ATP-binding protein PotA	BlastRules:WP_000720330, COG:COG3842, COG:E, EC:7.6.2.11, GO:0005524, GO:0015594, GO:0016887, GO:0043190, RefSeq:WP_000720333.1, SO:0001217, UniParc:UPI000018E09D, UniRef:UniRef100_Q81GC1, UniRef:UniRef50_Q81TH8, UniRef:UniRef90_Q81TH8
chromosome	cds	3921528	3922376	+	GBJ002_04053	potB	spermidine/putrescine ABC transporter permease PotB	BlastRules:WP_000715489, COG:COG1176, COG:E, RefSeq:WP_000715500.1, SO:0001217, UniParc:UPI000018E09E, UniRef:UniRef100_Q81GC0, UniRef:UniRef50_J8HAR2, UniRef:UniRef90_J8AHF6
chromosome	cds	3922383	3923183	+	GBJ002_04054	potC	Ornithine carbamoyltransferase	COG:COG1177, COG:E, RefSeq:WP_000714192.1, SO:0001217, UniParc:UPI000018E09F, UniRef:UniRef100_Q81GB9, UniRef:UniRef50_A7GMH7, UniRef:UniRef90_A7GMH7
chromosome	cds	3923222	3924271	+	GBJ002_04055	potD	spermidine/putrescine ABC transporter substrate-binding protein PotD	BlastRules:WP_000779003, COG:COG0687, COG:E, RefSeq:WP_000772489.1, SO:0001217, UniParc:UPI00005B50CC, UniRef:UniRef100_A0A9X0VZM4, UniRef:UniRef50_J9CQA3, UniRef:UniRef90_J9CQA3
chromosome	cds	3924331	3924978	+	GBJ002_04056	pgpB	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	COG:COG0671, COG:I, RefSeq:WP_000727778.1, SO:0001217, UniParc:UPI00005B469F, UniRef:UniRef100_A0AB35PDD6, UniRef:UniRef50_J9C9Y1, UniRef:UniRef90_W8Y7K6
chromosome	cds	3925090	3927282	+	GBJ002_04057	ydfJ	SSD domain-containing protein	COG:COG2409, COG:R, RefSeq:WP_000856414.1, SO:0001217, UniParc:UPI00016B56F9, UniRef:UniRef100_A0A9X6TLE2, UniRef:UniRef50_A0A1Y3MMU7, UniRef:UniRef90_A0A2B5F245
chromosome	cds	3927385	3927801	+	GBJ002_04058		Histidinol dehydrogenase	RefSeq:WP_000490302.1, SO:0001217, UniParc:UPI00016B56FA, UniRef:UniRef100_A0A9X0VZW5, UniRef:UniRef50_A9VK18, UniRef:UniRef90_A9VK18
chromosome	cds	3927902	3928825	+	GBJ002_04059	rluA	Pseudouridine synthase	COG:COG0564, COG:J, EC:5.4.99.23, KEGG:K06180, RefSeq:WP_000448345.1, SO:0001217, UniParc:UPI00016B56FB, UniRef:UniRef100_A0A9X6TL25, UniRef:UniRef50_A0A6F8TQE9, UniRef:UniRef90_Q6HLQ2
chromosome	cds	3928917	3929522	+	GBJ002_04060		DUF1648 domain-containing protein	RefSeq:WP_000599009.1, SO:0001217, UniParc:UPI00005B5254, UniRef:UniRef100_A0AB35PIL2, UniRef:UniRef50_Q6HLQ1, UniRef:UniRef90_A0A9X6KC35
chromosome	cds	3929563	3930375	-	GBJ002_04061	ykwD	SCP domain-containing protein	COG:COG2340, COG:DR, RefSeq:WP_000747567.1, SO:0001217, UniParc:UPI0001A1E92C, UniRef:UniRef100_A0AB35PFG8, UniRef:UniRef50_A0A9W3S8H5, UniRef:UniRef90_A0A9W3S8H5
chromosome	cds	3930831	3932159	-	GBJ002_04062	glpC	Glycolate oxidase iron-sulfur subunit	COG:C, COG:COG0247, EC:1.1.99.14, KEGG:K11473, RefSeq:WP_000209614.1, SO:0001217, UniParc:UPI00005B407F, UniRef:UniRef100_A0AB35PFC1, UniRef:UniRef50_Q6HLP9, UniRef:UniRef90_Q6HLP9
chromosome	cds	3932156	3933568	-	GBJ002_04063	glcD	glycolate oxidase subunit GlcD	COG:C, COG:COG0277, EC:1.1.99.14, GO:0003973, GO:0005975, GO:0009339, KEGG:K00104, RefSeq:WP_000890758.1, SO:0001217, UniParc:UPI00005B4F14, UniRef:UniRef100_A0A9X9H662, UniRef:UniRef50_A0A0B5S7U1, UniRef:UniRef90_A0A0B5S7U1
chromosome	cds	3933686	3934801	-	GBJ002_04064	cdaR	Carbohydrate diacid regulator	COG:COG3835, COG:KT, KEGG:K02647, SO:0001217, UniParc:UPI0001A1E92E, UniRef:UniRef100_A0A9X8GBZ0, UniRef:UniRef50_J9CB78, UniRef:UniRef90_J9CB78
chromosome	cds	3934938	3935912	+	GBJ002_04065	yncE	YncE family protein	COG:COG3391, COG:R, RefSeq:WP_001234158.1, SO:0001217, UniParc:UPI00016B5700, UniRef:UniRef100_A0A9X7PCF8, UniRef:UniRef50_A0A1Y5ZY99, UniRef:UniRef90_A0A1Y5ZY99
chromosome	cds	3935905	3936576	+	GBJ002_04066	ompR	Response regulatory domain-containing protein	COG:COG0745, COG:TK, RefSeq:WP_001046401.1, SO:0001217, UniParc:UPI00027B496D, UniRef:UniRef100_A0AB35PEU1, UniRef:UniRef50_A0A1B7LEX2, UniRef:UniRef90_W8Y7L1
chromosome	cds	3936580	3937980	+	GBJ002_04067	baeS	histidine kinase	COG:COG0642, COG:T, RefSeq:WP_000494814.1, SO:0001217, UniParc:UPI00005B4F1B, UniRef:UniRef100_A0A9X6Y9D8, UniRef:UniRef50_Q63E69, UniRef:UniRef90_Q63E69
chromosome	cds	3938345	3939001	+	GBJ002_04068	fadR	HTH gntR-type domain-containing protein	COG:COG2186, COG:K, RefSeq:WP_000594449.1, SO:0001217, UniParc:UPI00005B47D9, UniRef:UniRef100_A0A9X6Y9B2, UniRef:UniRef50_J8AHD9, UniRef:UniRef90_J8AHD9
chromosome	cds	3939170	3939889	+	GBJ002_04069	lutA1	Lactate utilization protein A 1	COG:C, COG:COG0247, GO:0005829, GO:0006089, GO:0016491, KEGG:K18928, RefSeq:WP_000869152.1, SO:0001217, UniParc:UPI00005B44F1, UniRef:UniRef100_B7IMD3, UniRef:UniRef50_Q81GA5, UniRef:UniRef90_Q81GA5
chromosome	cds	3939906	3941327	+	GBJ002_04070	lutB2	LutB/LldF family L-lactate oxidation iron-sulfur protein	COG:C, COG:COG1139, GO:0006089, GO:0046872, GO:0051536, GO:0051539, KEGG:K18929, RefSeq:WP_000061930.1, SO:0001217, UniParc:UPI000018E0AF, UniRef:UniRef100_Q81GA4, UniRef:UniRef50_O07021, UniRef:UniRef90_Q81GA4
chromosome	cds	3941327	3942037	+	GBJ002_04071	lutC	Lactate utilization protein C	COG:C, COG:COG1556, GO:0006089, RefSeq:WP_000147194.1, SO:0001217, UniParc:UPI00005B4AA5, UniRef:UniRef100_B7IMD5, UniRef:UniRef50_Q81GA3, UniRef:UniRef90_Q81GA3
chromosome	cds	3942151	3942873	+	GBJ002_04072	gspO	Peptidase A24A N-terminal domain-containing protein	COG:COG1989, COG:NU, RefSeq:WP_000495721.1, SO:0001217, UniParc:UPI00016B5703, UniRef:UniRef100_A0A9X6SIN8, UniRef:UniRef50_Q6HLN9, UniRef:UniRef90_W8XZW6
chromosome	cds	3942888	3943199	+	GBJ002_04073		Cyclic-phosphate processing Receiver domain-containing protein	RefSeq:WP_001103767.1, SO:0001217, UniParc:UPI00005B4AA6, UniRef:UniRef100_A0A9X6TKX2, UniRef:UniRef50_Q81GA1, UniRef:UniRef90_Q81GA1
chromosome	cds	3943227	3944078	-	GBJ002_04074	focA	Transporter	COG:COG2116, COG:P, KEGG:K02598, RefSeq:WP_000893035.1, SO:0001217, UniParc:UPI00005B465F, UniRef:UniRef100_A0A9W7Q249, UniRef:UniRef50_A0A0G8CC59, UniRef:UniRef90_A0A0G8CC59
chromosome	cds	3944281	3945075	-	GBJ002_04075	terC	YkoY family integral membrane protein	COG:COG0861, COG:P, RefSeq:WP_000383303.1, SO:0001217, UniParc:UPI0001A1E932, UniRef:UniRef100_A0AB35PIM7, UniRef:UniRef50_O34997, UniRef:UniRef90_W8Y8E4
chromosome	ncRNA-region	3945158	3945331	-			Manganese Mn2+ riboswitch aptamer (yybP-ykoY)	RFAM:RF00080, SO:0000035
chromosome	cds	3945370	3946689	-	GBJ002_04076	trkG	Potassium uptake protein, TrkH family	COG:COG0168, COG:P, RefSeq:WP_000822358.1, SO:0001217, UniParc:UPI00016B5A32, UniRef:UniRef100_A0A9X6Z698, UniRef:UniRef50_O32081, UniRef:UniRef90_A9VKN7
chromosome	cds	3946804	3946989	-	GBJ002_04077	sspA	Small, acid-soluble spore protein, alpha/beta family	COG:COG5852, COG:D, RefSeq:WP_000241212.1, SO:0001217, UniParc:UPI000016696D, UniRef:UniRef100_A0A2B6C1X4, UniRef:UniRef50_A0A150MPL3, UniRef:UniRef90_Q63E59
chromosome	cds	3947137	3947580	-	GBJ002_04078	maoC	(R)-specific enoyl-CoA hydratase	COG:COG2030, COG:I, RefSeq:WP_001067916.1, SO:0001217, UniParc:UPI000016696E, UniRef:UniRef100_Q81G96, UniRef:UniRef50_A0AAP8BHB0, UniRef:UniRef90_A0AAP8BHB0
chromosome	cds	3947682	3948206	-	GBJ002_04079	phaP	polyhydroxyalkanoic acid inclusion protein PhaP	RefSeq:WP_000448597.1, SO:0001217, UniParc:UPI00005B53A4, UniRef:UniRef100_A0AB35PF58, UniRef:UniRef50_A0A090YL92, UniRef:UniRef90_A0A090YL92
chromosome	cds	3948249	3948701	-	GBJ002_04080	phaQ	poly-beta-hydroxybutyrate-responsive repressor	COG:COG1695, COG:K, RefSeq:WP_000939954.1, SO:0001217, UniParc:UPI00003CB8DD, UniRef:UniRef100_A0A2B8IHQ4, UniRef:UniRef50_A0A0G8ECI3, UniRef:UniRef90_A0A0G8ECI3
chromosome	cds	3948900	3949382	+	GBJ002_04081	phaR	polyhydroxyalkanoic acid synthase subunit PhaR	RefSeq:WP_000566941.1, SO:0001217, UniParc:UPI000049EE70, UniRef:UniRef100_A0A9X0VZY7, UniRef:UniRef50_A0A2N1K280, UniRef:UniRef90_A0A2N1K280
chromosome	cds	3949532	3950275	+	GBJ002_04082	fabG	3-oxoacyl-(Acyl-carrier-protein) reductase FabG	COG:COG1028, COG:I, RefSeq:WP_000250407.1, SO:0001217, UniParc:UPI000018E0BB, UniRef:UniRef100_Q81G91, UniRef:UniRef50_A0A544T0L6, UniRef:UniRef90_A0A0A0WQ48
chromosome	cds	3950358	3951443	+	GBJ002_04083	phaC	Poly(3-hydroxyalkanoate) polymerase subunit PhaC	COG:COG3243, COG:I, EC:2.3.1.304, KEGG:K03821, RefSeq:WP_000206331.1, SO:0001217, UniParc:UPI00005B42D9, UniRef:UniRef100_A0A9Q7NB79, UniRef:UniRef50_A0A544T0L4, UniRef:UniRef90_Q63E53
chromosome	cds	3951492	3952685	+	GBJ002_04084	dadA	Oxidoreductase	COG:COG0665, COG:E, RefSeq:WP_000772567.1, SO:0001217, UniParc:UPI00005B3E89, UniRef:UniRef100_A0A9X6Y9A4, UniRef:UniRef50_A0A5M9GXQ9, UniRef:UniRef90_Q81G89
chromosome	cds	3952709	3954058	+	GBJ002_04085	trkG	H(+)-transporting two-sector ATPase	COG:COG0168, COG:P, RefSeq:WP_001204689.1, SO:0001217, UniParc:UPI00005B52BE, UniRef:UniRef100_A0A9X6SIW3, UniRef:UniRef50_O31658, UniRef:UniRef90_A9VKP6
chromosome	cds	3954097	3954432	-	GBJ002_04086		DUF3905 domain-containing protein	RefSeq:WP_000726020.1, SO:0001217, UniParc:UPI000188BDD9, UniRef:UniRef100_A0AAQ2QSV1, UniRef:UniRef50_I3E7Z3, UniRef:UniRef90_Q81G87
chromosome	cds	3954581	3954733	+	GBJ002_04087		Stage 0 sporulation regulatory protein	RefSeq:WP_000240799.1, SO:0001217, UniParc:UPI0000166975, UniRef:UniRef100_A0A0B5TCS4, UniRef:UniRef50_A0A2A7H729, UniRef:UniRef90_A0A0B5TCS4
chromosome	cds	3954961	3956037	+	GBJ002_04088	afuA	putative 2-aminoethylphosphonate ABC transporter substrate-binding protein	COG:COG1840, COG:GH, GO:0009897, GO:0030288, GO:0033223, GO:0033225, GO:0033226, GO:0055052, KEGG:K02012, RefSeq:WP_000750915.1, SO:0001217, UniParc:UPI00016B5A35, UniRef:UniRef100_A0A9W7Q8Y0, UniRef:UniRef50_W7YA89, UniRef:UniRef90_J8YZ05
chromosome	cds	3956057	3957058	+	GBJ002_04089	potA	putative 2-aminoethylphosphonate ABC transporter ATP-binding protein	COG:COG3842, COG:E, GO:0005524, GO:0009898, GO:0033223, GO:0033225, RefSeq:WP_000006195.1, SO:0001217, UniParc:UPI00016B5A36, UniRef:UniRef100_A0A9W7Q9S4, UniRef:UniRef50_A0A0A0WPA5, UniRef:UniRef90_A0A0A0WPA5
chromosome	cds	3957059	3958816	+	GBJ002_04090	fbpB	putative 2-aminoethylphosphonate ABC transporter permease subunit	COG:COG1178, COG:P, GO:0005886, GO:0033223, GO:0033225, GO:0055052, RefSeq:WP_000425527.1, SO:0001217, UniParc:UPI00016B5A37, UniRef:UniRef100_A0AAW9JN54, UniRef:UniRef50_J9CQE1, UniRef:UniRef90_J9CQE1
chromosome	cds	3958838	3959632	+	GBJ002_04091	phnX	phosphonoacetaldehyde hydrolase	COG:COG0637, COG:G, EC:3.11.1.1, GO:0000287, GO:0005829, GO:0006281, GO:0008967, GO:0019700, GO:0050194, KEGG:K05306, RefSeq:WP_000687386.1, SO:0001217, UniParc:UPI00016B5A38, UniRef:UniRef100_B7IN18, UniRef:UniRef50_O31156, UniRef:UniRef90_O31156
chromosome	cds	3959648	3960745	+	GBJ002_04092	phnW	2-aminoethylphosphonate--pyruvate transaminase	COG:COG0075, COG:EF, EC:2.6.1.37, GO:0019700, GO:0047304, RefSeq:WP_001004780.1, SO:0001217, UniParc:UPI0001A1EAC0, UniRef:UniRef100_A0AB35PFJ5, UniRef:UniRef50_Q8RLU1, UniRef:UniRef90_Q8RLU1
chromosome	cds	3960742	3961926	+	GBJ002_04093	lys9	Saccharopine dehydrogenase, NADP+, L-lysine forming L-lysine dehydrogenase	COG:COG1748, COG:E, RefSeq:WP_000862157.1, SO:0001217, UniParc:UPI00005B477F, UniRef:UniRef100_A0A9X6TKX4, UniRef:UniRef50_F8F7J0, UniRef:UniRef90_Q63E44
chromosome	cds	3961967	3962749	+	GBJ002_04094	glpR	HTH deoR-type domain-containing protein	COG:COG1349, COG:KG, RefSeq:WP_000117666.1, SO:0001217, UniParc:UPI00005B4038, UniRef:UniRef100_A0A150D8P5, UniRef:UniRef50_J8HYC5, UniRef:UniRef90_J8A1Q3
chromosome	cds	3962919	3963038	+	GBJ002_04095		6-pyruvoyl tetrahydropterin synthase	SO:0001217, UniParc:UPI00006BF23E, UniRef:UniRef100_A0A9X6W435, UniRef:UniRef50_Q81G78, UniRef:UniRef90_Q81G78
chromosome	cds	3963188	3965470	+	GBJ002_04096	nEAT	NEAT domain-containing leucine-rich repeat protein	COG:COG5386, COG:P, RefSeq:WP_000742630.1, SO:0001217, UniParc:UPI00027B49D8, UniRef:UniRef100_A0AB35PF73, UniRef:UniRef50_A0A2A8H2Y1, UniRef:UniRef90_A0A9W5KB19
chromosome	cds	3965875	3966504	+	GBJ002_04097	araD	Methylthioribulose-1-phosphate dehydratase	COG:COG0235, COG:EG, RefSeq:WP_000896006.1, SO:0001217, UniParc:UPI00016B5D3B, UniRef:UniRef100_A0A0G8FDZ4, UniRef:UniRef50_A0A940DX14, UniRef:UniRef90_A0A0A0WQ35
chromosome	cds	3966631	3967254	+	GBJ002_04098	cbpA	cyclic di-AMP binding protein CbpA	COG:COG1253, COG:PT, RefSeq:WP_001264214.1, SO:0001217, UniParc:UPI0002792B5F, UniRef:UniRef100_A0A9X6UJR7, UniRef:UniRef50_J8YZ15, UniRef:UniRef90_J8YZ15
chromosome	cds	3967319	3968089	-	GBJ002_04099	yibQ	Divergent polysaccharide deacetylase family protein	COG:COG2861, COG:G, KEGG:K09798, RefSeq:WP_001234134.1, SO:0001217, UniParc:UPI00005B48F7, UniRef:UniRef100_A0A9X6SJ28, UniRef:UniRef50_A0A1I2GTZ5, UniRef:UniRef90_Q6HLL3
chromosome	cds	3968570	3968851	+	GBJ002_04100	spo0E	Aspartyl-phosphate phosphatase Spo0E family protein	COG:COG5804, COG:DT, RefSeq:WP_000495537.1, SO:0001217, UniParc:UPI00005B5312, UniRef:UniRef100_A0A9Q7N8P1, UniRef:UniRef50_A0A1J9Y760, UniRef:UniRef90_A0A1J9Y760
chromosome	cds	3968881	3970377	-	GBJ002_04101	kinD	histidine kinase	COG:COG5808, COG:DT, RefSeq:WP_000865060.1, SO:0001217, UniParc:UPI00016B5D3D, UniRef:UniRef100_A0A9Q7IV94, UniRef:UniRef50_A0A6H3AF39, UniRef:UniRef90_A0A6H3AF39
chromosome	cds	3970573	3971019	+	GBJ002_04102	marR	HTH-type transcriptional regulator MhqR	COG:COG1846, COG:K, RefSeq:WP_000203339.1, SO:0001217, UniParc:UPI00005B546B, UniRef:UniRef100_A0A9W7PRG3, UniRef:UniRef50_O31672, UniRef:UniRef90_A0A5M9GYJ1
